"DLL Page Link","Record title","Alternative Title","Work Authority","Work Abbreviated","Has Part","Part Of","References","Creator","Attributed to","Dubious/Spurious Attribution","DLL Identifier","PHI Number","Stoa Number","CTS URN"
"https://catalog.digitallatin.org/dll-work/W866","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W866","","",""
"https://catalog.digitallatin.org/dll-work/W874","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W874","","",""
"https://catalog.digitallatin.org/dll-work/W885","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W885","","",""
"https://catalog.digitallatin.org/dll-work/W853","","Apocalypsis Iohannis","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W853","","",""
"https://catalog.digitallatin.org/dll-work/W862","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Appendix)","","Jerome, Saint, 419 or 420","","","W862","","",""
"https://catalog.digitallatin.org/dll-work/W871","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Appendix)","","Jerome, Saint, 419 or 420","","","W871","","",""
"https://catalog.digitallatin.org/dll-work/W878","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Appendix)","","Jerome, Saint, 419 or 420","","","W878","","",""
"https://catalog.digitallatin.org/dll-work/W881","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Appendix)","","Jerome, Saint, 419 or 420","","","W881","","",""
"https://catalog.digitallatin.org/dll-work/W889","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Appendix)","","Jerome, Saint, 419 or 420","","","W889","","",""
"https://catalog.digitallatin.org/dll-work/W176","","","thelatinlibrary.com","","","","","Abbo, of Fleury, Saint","","","W176","","",""
"https://catalog.digitallatin.org/dll-work/W2947","","","thelatinlibrary.com","","","","","Albertano, da Brescia, active 13th century","","","W2947","","stoa0018.stoa001","urn:cts:latinLit:stoa0018.stoa001"
"https://catalog.digitallatin.org/dll-work/W2957","","","thelatinlibrary.com","","","","","Albertano, da Brescia, active 13th century","","","W2957","","",""
"https://catalog.digitallatin.org/dll-work/W2942","","","thelatinlibrary.com","","","","","Albertano, da Brescia, active 13th century","","","W2942","","",""
"https://catalog.digitallatin.org/dll-work/W2968","","","thelatinlibrary.com","","","","","Albertano, da Brescia, active 13th century","","","W2968","","",""
"https://catalog.digitallatin.org/dll-work/W4195","","","thelatinlibrary.com","","","","","Albert, of Aachen, active 11th-12th century","","","W4195","","",""
"https://catalog.digitallatin.org/dll-work/W396","","","thelatinlibrary.com","","","","","Alcuin, 735-804","","","W396","","stoa0020.stoa006","urn:cts:latinLit:stoa0020.stoa006"
"https://catalog.digitallatin.org/dll-work/W334","","Chronicon","MGH","","","","","Bergomas, Andreas","","","W334","","stoa0025-stoa001",""
"https://catalog.digitallatin.org/dll-work/W2483","","","thelatinlibrary.com","","","","","Arnulf, of Lisieux","","","W2483","","",""
"https://catalog.digitallatin.org/dll-work/W4708","","","LLT-A","","","","","","","","W4708","","stoa0338.stoa001","urn:cts:latinLit:stoa0338.stoa001"
"https://catalog.digitallatin.org/dll-work/W4673","","","LLT-B","","","","","","","","W4673","","",""
"https://catalog.digitallatin.org/dll-work/W4681","","","LLT-B","","","","","","","","W4681","","",""
"https://catalog.digitallatin.org/dll-work/W4689","","","MGH","","","","","","","","W4689","","",""
"https://catalog.digitallatin.org/dll-work/W4698","","","LLT-B","","","","","","","","W4698","","",""
"https://catalog.digitallatin.org/dll-work/W4705","","","MGH","","","","","","","","W4705","","",""
"https://catalog.digitallatin.org/dll-work/W1317","","","LLT-B","","","","","Erasmus, Desiderius","","","W1317","","stoa0115.stoa004","urn:cts:latinLit:stoa0115.stoa004"
"https://catalog.digitallatin.org/dll-work/W2","","","LLT-B","","","","","Thomas, Aquinas, Saint","","Dubiously/Spuriously Attributed","W2","","",""
"https://catalog.digitallatin.org/dll-work/W1592","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1592","","stoa0255.stoa010","urn:cts:latinLit:stoa0255.stoa010"
"https://catalog.digitallatin.org/dll-work/W5273","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W5273","","stoa0255.stoa011","urn:cts:latinLit:stoa0255.stoa011"
"https://catalog.digitallatin.org/dll-work/W1652","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1652","","stoa0255.stoa004","urn:cts:latinLit:stoa0255.stoa004"
"https://catalog.digitallatin.org/dll-work/W1600","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1600","","stoa0255.stoa014","urn:cts:latinLit:stoa0255.stoa014"
"https://catalog.digitallatin.org/dll-work/W1606","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1606","","stoa0255.stoa013","urn:cts:latinLit:stoa0255.stoa013"
"https://catalog.digitallatin.org/dll-work/W1617","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1617","","stoa0255.stoa012","urn:cts:latinLit:stoa0255.stoa012"
"https://catalog.digitallatin.org/dll-work/W1649","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1649","","stoa0255.stoa008","urn:cts:latinLit:stoa0255.stoa008"
"https://catalog.digitallatin.org/dll-work/W1626","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1626","","stoa0255.stoa006","urn:cts:latinLit:stoa0255.stoa006"
"https://catalog.digitallatin.org/dll-work/W1598","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1598","","stoa0255.stoa007","urn:cts:latinLit:stoa0255.stoa007"
"https://catalog.digitallatin.org/dll-work/W1602","","","Perseus","","","Dialogi","","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","","","W1602","","stoa0255.stoa009","urn:cts:latinLit:stoa0255.stoa009"
"https://catalog.digitallatin.org/dll-work/W1548","","","Perseus","Jul. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1548","phi1348.011","","urn:cts:latinLit:phi1348.011"
"https://catalog.digitallatin.org/dll-work/W1559","","","Perseus","Aug. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1559","phi1348.012","","urn:cts:latinLit:phi1348.012"
"https://catalog.digitallatin.org/dll-work/W1595","","","Perseus","Tib. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1595","phi1348.013","","urn:cts:latinLit:phi1348.013"
"https://catalog.digitallatin.org/dll-work/W1575","","","Perseus","Cal. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1575","phi1348.014","","urn:cts:latinLit:phi1348.014"
"https://catalog.digitallatin.org/dll-work/W1541","","","Perseus","Cl. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1541","phi1348.015","","urn:cts:latinLit:phi1348.015"
"https://catalog.digitallatin.org/dll-work/W1546","","","Perseus","Nero (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1546","phi1348.016","","urn:cts:latinLit:phi1348.016"
"https://catalog.digitallatin.org/dll-work/W1556","","","Perseus","Gal. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1556","phi1348.017","","urn:cts:latinLit:phi1348.017"
"https://catalog.digitallatin.org/dll-work/W1593","","","Perseus","Otho (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1593","phi1348.018","","urn:cts:latinLit:phi1348.018"
"https://catalog.digitallatin.org/dll-work/W1572","","","Perseus","Vit. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1572","phi1348.019","","urn:cts:latinLit:phi1348.019"
"https://catalog.digitallatin.org/dll-work/W1581","","","Perseus","Ves. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1581","phi1348.020","","urn:cts:latinLit:phi1348.020"
"https://catalog.digitallatin.org/dll-work/W1542","","","Perseus","Tit. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1542","phi1348.021","","urn:cts:latinLit:phi1348.021"
"https://catalog.digitallatin.org/dll-work/W1550","","","Perseus","Dom. (OLD)","","De Vita Caesarum","","Suetonius, approximately 69-approximately 122","","","W1550","phi1348.022","","urn:cts:latinLit:phi1348.022"
"https://catalog.digitallatin.org/dll-work/W698","","","Perseus","Miltiades (OLD)","","Vitae","","Nepos, Cornelius","","","W698","phi0588.abo001","","urn:cts:latinLit:phi0588.abo001"
"https://catalog.digitallatin.org/dll-work/W671","","","Perseus","Themistocles (OLD)","","Vitae","","Nepos, Cornelius","","","W671","phi0588.abo002","","urn:cts:latinLit:phi0588.abo002"
"https://catalog.digitallatin.org/dll-work/W676","","","Perseus","Ar. (OLD)","","Vitae","","Nepos, Cornelius","","","W676","phi0588.abo003","","urn:cts:latinLit:phi0588.abo003"
"https://catalog.digitallatin.org/dll-work/W5131","","","Perseus","Paus. (OLD)","","Vitae","","Nepos, Cornelius","","","W5131","phi0588.abo004","","urn:cts:latinLit:phi0588.abo004"
"https://catalog.digitallatin.org/dll-work/W5137","","","Perseus","Cim. (OLD)","","Vitae","","Nepos, Cornelius","","","W5137","phi0588.abo005","","urn:cts:latinLit:phi0588.abo005"
"https://catalog.digitallatin.org/dll-work/W699","","","Perseus","Lys. (OLD)","","Vitae","","Nepos, Cornelius","","","W699","phi0588.abo006","","urn:cts:latinLit:phi0588.abo006"
"https://catalog.digitallatin.org/dll-work/W672","","","Perseus","Alc. (OLD)","","Vitae","","Nepos, Cornelius","","","W672","phi0588.abo007","","urn:cts:latinLit:phi0588.abo007"
"https://catalog.digitallatin.org/dll-work/W677","","","Perseus","Thr. (OLD)","","Vitae","","Nepos, Cornelius","","","W677","phi0588.abo008","","urn:cts:latinLit:phi0588.abo008"
"https://catalog.digitallatin.org/dll-work/W5132","","","Perseus","Con. (OLD)","","Vitae","","Nepos, Cornelius","","","W5132","phi0588.abo009","","urn:cts:latinLit:phi0588.abo009"
"https://catalog.digitallatin.org/dll-work/W5139","","","Perseus","Dion (OLD)","","Vitae","","Nepos, Cornelius","","","W5139","phi0588.abo010","","urn:cts:latinLit:phi0588.abo010"
"https://catalog.digitallatin.org/dll-work/W708","","","Perseus","Iph. (OLD)","","Vitae","","Nepos, Cornelius","","","W708","phi0588.abo011","","urn:cts:latinLit:phi0588.abo011"
"https://catalog.digitallatin.org/dll-work/W669","","","Perseus","Cha. (OLD)","","Vitae","","Nepos, Cornelius","","","W669","phi0588.abo012","","urn:cts:latinLit:phi0588.abo012"
"https://catalog.digitallatin.org/dll-work/W674","","","Perseus","Timotheus (OLD)","","Vitae","","Nepos, Cornelius","","","W674","phi0588.abo013","","urn:cts:latinLit:phi0588.abo013"
"https://catalog.digitallatin.org/dll-work/W684","","","","Dat. (OLD)","","Vitae","","Nepos, Cornelius","","","W684","phi0588.abo014","","urn:cts:latinLit:phi0588.abo014"
"https://catalog.digitallatin.org/dll-work/W5135","","","Perseus","Ep. (OLD)","","Vitae","","Nepos, Cornelius","","","W5135","phi0588.abo015","","urn:cts:latinLit:phi0588.abo015"
"https://catalog.digitallatin.org/dll-work/W5143","","","Perseus","Pel. (OLD)","","Vitae","","Nepos, Cornelius","","","W5143","phi0588.abo016","","urn:cts:latinLit:phi0588.abo016"
"https://catalog.digitallatin.org/dll-work/W701","","","Perseus","Ag. (OLD)","","Vitae","","Nepos, Cornelius","","","W701","phi0588.abo017","","urn:cts:latinLit:phi0588.abo017"
"https://catalog.digitallatin.org/dll-work/W652","","","Perseus","Eum. (OLD)","","Vitae","","Nepos, Cornelius","","","W652","phi0588.abo018","","urn:cts:latinLit:phi0588.abo018"
"https://catalog.digitallatin.org/dll-work/W618","","","Perseus","Phoc. (OLD)","","Vitae","","Nepos, Cornelius","","","W618","phi0588.abo019","","urn:cts:latinLit:phi0588.abo019"
"https://catalog.digitallatin.org/dll-work/W691","","","Perseus","Timol. (OLD)","","Vitae","","Nepos, Cornelius","","","W691","phi0588.abo020","","urn:cts:latinLit:phi0588.abo020"
"https://catalog.digitallatin.org/dll-work/W662","","De Regibus","Perseus","Reg. (OLD)","","Vitae","","Nepos, Cornelius","","","W662","phi0588.abo021","","urn:cts:latinLit:phi0588.abo021"
"https://catalog.digitallatin.org/dll-work/W641","","","Perseus","Hamilcar (OLD)","","Vitae","","Nepos, Cornelius","","","W641","phi0588.abo022","","urn:cts:latinLit:phi0588.abo022"
"https://catalog.digitallatin.org/dll-work/W649","","","Perseus","Hannibal (OLD)","","Vitae","","Nepos, Cornelius","","","W649","phi0588.abo023","","urn:cts:latinLit:phi0588.abo023"
"https://catalog.digitallatin.org/dll-work/W616","","","Perseus","Ca. (OLD)","","Vitae","","Nepos, Cornelius","","","W616","phi0588.abo024","","urn:cts:latinLit:phi0588.abo024"
"https://catalog.digitallatin.org/dll-work/W689","","","Perseus","Att. (OLD)","","Vitae","","Nepos, Cornelius","","","W689","phi0588.abo025","","urn:cts:latinLit:phi0588.abo025"
"https://catalog.digitallatin.org/dll-work/W2502","","","Perseus","","","","","Petronius Arbiter","","","W2502","phi0972.001p","","urn:cts:latinLit:phi0972.001p"
"https://catalog.digitallatin.org/dll-work/W1872","","","MGH","","","","","Angilbert, Abbot of Saint-Riquier, approximately 745-814","","","W1872","","stoa0027.stoa001","urn:cts:latinLit:stoa0027.stoa001"
"https://catalog.digitallatin.org/dll-work/W848","","","","","Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum);Biblia sacra iuxta Vulgatam versionem (Novum Testamentum);Biblia sacra iuxta Vulgatam versionem (Appendix)","","","Jerome, Saint, 419 or 420","","","W848","","stoa0162.stoa001","urn:cts:latinLit:stoa0162.stoa001"
"https://catalog.digitallatin.org/dll-work/W1261","","","LLT-A","","","","","Hegemonius","","Dubiously/Spuriously Attributed","W1261","","",""
"https://catalog.digitallatin.org/dll-work/W891","","","LLT-A","","","","","Jerome, Saint, 419 or 420","","Dubiously/Spuriously Attributed","W891","","",""
"https://catalog.digitallatin.org/dll-work/W5300","","","BibIT","","","","","Boiardo, Matteo Maria, 1440 or 1441-1494","","","W5300","","",""
"https://catalog.digitallatin.org/dll-work/W461","","","BibIT","","","","","Villani, Filippo, -1405?","","","W461","","",""
"https://catalog.digitallatin.org/dll-work/W733","","","BibIT","","","","","Cantalicio, Giovanni Battista, -1515","","","W733","","",""
"https://catalog.digitallatin.org/dll-work/W727","","","BibIT","","","","","Cantalicio, Giovanni Battista, -1515","","","W727","","",""
"https://catalog.digitallatin.org/dll-work/W1298","","","BibIT","","","","","Beccadelli, Antonio, 1394-1471","","","W1298","","",""
"https://catalog.digitallatin.org/dll-work/W1285","","","BibIT","","","","","Beccadelli, Antonio, 1394-1471","","","W1285","","",""
"https://catalog.digitallatin.org/dll-work/W1521","","","BibIT","","","","","Foscolo, Ugo, 1778-1827","","","W1521","","",""
"https://catalog.digitallatin.org/dll-work/W4694","","","BibIT","","","","","","","","W4694","","",""
"https://catalog.digitallatin.org/dll-work/W5195","","","BibIT","","","","","Merula, Giorgio, -1494","","","W5195","","",""
"https://catalog.digitallatin.org/dll-work/W5179","","","BibIT","","","","","Trivet, Nicholas, 1258?-1328","","","W5179","","",""
"https://catalog.digitallatin.org/dll-work/W5186","","","BibIT","","","","","Trivet, Nicholas, 1258?-1328","","","W5186","","",""
"https://catalog.digitallatin.org/dll-work/W5203","","","BibIT","","","","","Merula, Giorgio, -1494","","","W5203","","",""
"https://catalog.digitallatin.org/dll-work/W4128","","","BibIT","","","","","Alighieri, Pietro, -1364","","","W4128","","",""
"https://catalog.digitallatin.org/dll-work/W1924","","","BibIT","","","","","Epicuro, Marcantonio, 1472-1555","","","W1924","","",""
"https://catalog.digitallatin.org/dll-work/W2024","","","BibIT","","","","","Gambara, Lorenzo, approximately 1495-1585","","","W2024","","",""
"https://catalog.digitallatin.org/dll-work/W2729","","","BibIT","","","","","Leopardi, Giacomo, 1798-1837","","","W2729","","",""
"https://catalog.digitallatin.org/dll-work/W2744","","","BibIT","","","","","Leopardi, Giacomo, 1798-1837","","","W2744","","",""
"https://catalog.digitallatin.org/dll-work/W2868","","","BibIT","","","","","De' Bambaglioli, Graziolo, approximately 1291-approximately 1340","","","W2868","","",""
"https://catalog.digitallatin.org/dll-work/W3273","","","BibIT","","","","","Pompilius, Paulus, 1454?-1491?","","","W3273","","",""
"https://catalog.digitallatin.org/dll-work/W3241","","","BibIT","","","","","Pompilius, Paulus, 1454?-1491?","","","W3241","","",""
"https://catalog.digitallatin.org/dll-work/W3674","","","BibIT","","","","","Matthaeus Zuppardus ca. 1430","","","W3674","","",""
"https://catalog.digitallatin.org/dll-work/W3836","","","BibIT","","","","","Filelfo, Francesco, 1398-1481","","","W3836","","",""
"https://catalog.digitallatin.org/dll-work/W3975","","","BibIT","","","","","Aldegati , Marcantonio","","","W3975","","",""
"https://catalog.digitallatin.org/dll-work/W4093","","","BibIT","","","","","Alighieri, Pietro, -1364","","","W4093","","",""
"https://catalog.digitallatin.org/dll-work/W4210","","","BibIT","","","","","Colle, Bartolomeo da","","","W4210","","",""
"https://catalog.digitallatin.org/dll-work/W2745","","","BibIT","","","","","Leopardi, Giacomo, 1798-1837","","","W2745","","",""
"https://catalog.digitallatin.org/dll-work/W5201","","","BibIT","","","","","Foglietta, Uberto, 1518-1581","","","W5201","","",""
"https://catalog.digitallatin.org/dll-work/W1106","","","Perseus Catalog","","","","","Capito, C. Ateius, -22","","","W1106","","stoa0076a.stoa001","urn:cts:latinLit:stoa0076a.stoa001"
