Author,Title,DLL Identifier,DLL Page Link
"Thomas, Aquinas, Saint",Super Ad Galatas reportatio,W41,https://catalog.digitallatin.org/dll-work/W41
"Thomas, Aquinas, Saint",Super Ad Hebraeos reportatio,W40,https://catalog.digitallatin.org/dll-work/W40
"Thomas, Aquinas, Saint",Super Ad Philemonem reportatio,W39,https://catalog.digitallatin.org/dll-work/W39
"Thomas, Aquinas, Saint",Super Ad Philippenses reportatio,W38,https://catalog.digitallatin.org/dll-work/W38
"Thomas, Aquinas, Saint",Super Ad Thessalonicenses I reportatio,W69,https://catalog.digitallatin.org/dll-work/W69
"Thomas, Aquinas, Saint",Super Ad Thessalonicenses II reportatio,W68,https://catalog.digitallatin.org/dll-work/W68
"Thomas, Aquinas, Saint",Super Ad Timotheum I reportatio,W37,https://catalog.digitallatin.org/dll-work/W37
"Thomas, Aquinas, Saint",Super Ad Timotheum II reportatio,W36,https://catalog.digitallatin.org/dll-work/W36
"Thomas, Aquinas, Saint",Super Ad Titum reportatio,W35,https://catalog.digitallatin.org/dll-work/W35
"Thomas, Aquinas, Saint",Super Decretalem,W67,https://catalog.digitallatin.org/dll-work/W67
"Thomas, Aquinas, Saint",Super Epistulam ad Romanos,W66,https://catalog.digitallatin.org/dll-work/W66
"Thomas, Aquinas, Saint",Super Euangelium Iohannis reportatio,W7,https://catalog.digitallatin.org/dll-work/W7
"Thomas, Aquinas, Saint",Super Euangelium Matthaei reportatio,W5208,https://catalog.digitallatin.org/dll-work/W5208
"Thomas, Aquinas, Saint",Super I Ad Corinthios I–VII Libri II,W5215,https://catalog.digitallatin.org/dll-work/W5215
"Thomas, Aquinas, Saint",Super I Ad Corinthios XI–XVI reportatio,W23,https://catalog.digitallatin.org/dll-work/W23
"Thomas, Aquinas, Saint",Super II Ad Corinthios reportatio,W6,https://catalog.digitallatin.org/dll-work/W6
"Thomas, Aquinas, Saint",Tabula Aristotelis libri Ethicorum,W5,https://catalog.digitallatin.org/dll-work/W5
"Thomas, Gallus, -1246",Extractio,W1894,https://catalog.digitallatin.org/dll-work/W1894
"Thorer, Alban, 1489-1550, Paulus, Aegineta","De facultatibus alimentorum ex Paulo Aegineta, Albano Torino interprete",W10631,https://catalog.digitallatin.org/dll-work/W10631
"Thorer, Alban, 1489-1550, Paulus, Aegineta","De facultatibus alimentorum ex Paulo Aegineta, Albano Torino interprete",W10631,https://catalog.digitallatin.org/dll-work/W10631
"Tiberianus, c. 4th century A.D.",Carmina,W2120,https://catalog.digitallatin.org/dll-work/W2120
Tibullus,Carmina Tibulliana (dub.),W280,https://catalog.digitallatin.org/dll-work/W280
Tibullus,Elegiae,W5188,https://catalog.digitallatin.org/dll-work/W5188
Ticidas,Carmina,W1822,https://catalog.digitallatin.org/dll-work/W1822
Ticonius,De Septem Regulis,W5348,https://catalog.digitallatin.org/dll-work/W5348
Ticonius,Prolegomena,W3892,https://catalog.digitallatin.org/dll-work/W3892
"Tiro, M. Tullius (Marcus Tullius), 104 B.C. or 103 B.C.-",Grammatica,W278,https://catalog.digitallatin.org/dll-work/W278
"Tiro, M. Tullius (Marcus Tullius), 104 B.C. or 103 B.C.-",Notae Tironianae,W269,https://catalog.digitallatin.org/dll-work/W269
Titinius,Togatae,W3277,https://catalog.digitallatin.org/dll-work/W3277
Titius Aristo 1st/2nd century,Iurisprudentia,W2783,https://catalog.digitallatin.org/dll-work/W2783
Titius grammaticus,"Grammatica (Titius, gram.)",W2327,https://catalog.digitallatin.org/dll-work/W2327
"Titius, C. (Caius), active 2nd century B.C.",Oratio (Gaius Titius),W1332,https://catalog.digitallatin.org/dll-work/W1332
Tomellus Hasnoniensis,"Tomellus monachus Sancti Amandi, Historia monasterii Hasnoniensis (670-1070)",W2853,https://catalog.digitallatin.org/dll-work/W2853
"Torrentius, Laevinus, 1525-1595",Epistulae,W2454,https://catalog.digitallatin.org/dll-work/W2454
"Torrentius, Laevinus, 1525-1595",Gelrogallorum grassatio in Lovanienses per Martinum a Roshem: ab eximiae spei adulescentulo Flandro posteritati prodita,W2462,https://catalog.digitallatin.org/dll-work/W2462
Trabea,Palliatae,W1519,https://catalog.digitallatin.org/dll-work/W1519
"Trajan, Emperor of Rome",Dacica,W4323,https://catalog.digitallatin.org/dll-work/W4323
"Trajan, Emperor of Rome",Epistulae a Traiano ad Plinium,W4315,https://catalog.digitallatin.org/dll-work/W4315
"Trebatius Testa, C. (Caius), active 1st century B.C.",Iurisprudentia et al. (Gaius Trebatius Testa),W1436,https://catalog.digitallatin.org/dll-work/W1436
Trebellius Pollio ca. 3rd/4. century,Trebelli Pollionis Divus Claudius (dub.),W2385,https://catalog.digitallatin.org/dll-work/W2385
Trebellius Pollio ca. 3rd/4. century,Trebelli Pollionis Gallieni Duo,W5298,https://catalog.digitallatin.org/dll-work/W5298
Trebellius Pollio ca. 3rd/4. century,Trebelli Pollionis Tyranni Triginta (dub.),W2376,https://catalog.digitallatin.org/dll-work/W2376
Trebellius Pollio ca. 3rd/4. century,Trebelli Pollionis Valeriani Duo (dub.),W2417,https://catalog.digitallatin.org/dll-work/W2417
"Trebonius, C.",Epist. a C. Trebonio,W5340,https://catalog.digitallatin.org/dll-work/W5340
Trifolius,Epistula ad beatum Faustum senatorem contra Iohannem Scytham monachum,W482,https://catalog.digitallatin.org/dll-work/W482
"Trivet, Nicholas, 1258?-1328",Expositio Herculis Furentis,W5186,https://catalog.digitallatin.org/dll-work/W5186
"Trivet, Nicholas, 1258?-1328",Expositio L. Annaei Senecae Agamemnonis,W5179,https://catalog.digitallatin.org/dll-work/W5179
"Trogus, Pompeius",De Animalibus,W2985,https://catalog.digitallatin.org/dll-work/W2985
"Trogus, Pompeius",Fragmentum,W2952,https://catalog.digitallatin.org/dll-work/W2952
"Trogus, Pompeius",Historiae Philippicae,W2990,https://catalog.digitallatin.org/dll-work/W2990
"Trojanus, of Saintes",Epistola Ad Eumerium Episcopum Namnetensem,W5101,https://catalog.digitallatin.org/dll-work/W5101
"Tryphoninus, Claudius, active 2nd century-3rd century",Iurisprudentia,W1268,https://catalog.digitallatin.org/dll-work/W1268
"Tuccianus, Poeta, 5th or 5th/6th Century A.D.",Carmina,W1277,https://catalog.digitallatin.org/dll-work/W1277
Turdulus Gallicanus,Ephemeris,W4265,https://catalog.digitallatin.org/dll-work/W4265
Turnus,satura,W5075,https://catalog.digitallatin.org/dll-work/W5075
"Turpilius, Sex. (Sextus)",Palliatae,W3006,https://catalog.digitallatin.org/dll-work/W3006
"Turranius Niger, active 1st century B.C.",De Re Rustica Scripta,W2862,https://catalog.digitallatin.org/dll-work/W2862
"Ubaldi, Baldo degli, 1327?-1400",Novus Aesopus,W568,https://catalog.digitallatin.org/dll-work/W568
"Udalscalcus, of Augsburg",Vita Adalberonis episcopi Augustani: Praefatio,W3250,https://catalog.digitallatin.org/dll-work/W3250
"Udalscalcus, of Augsburg",Vita Chounradi episcopi Constantiensis,W3260,https://catalog.digitallatin.org/dll-work/W3260
"Ulpianus, Domitius",Iurisprudentia,W2815,https://catalog.digitallatin.org/dll-work/W2815
"Ursino‏, de Ligugé",Passio sancti Leodegarii altera,W4105,https://catalog.digitallatin.org/dll-work/W4105
Vacca,Vita M. Annaei Lucani,W3987,https://catalog.digitallatin.org/dll-work/W3987
"Vadianus, Joachim, 1484-1551",Ad magistrum Thomam Stretzinger octostichon,W578,https://catalog.digitallatin.org/dll-work/W578
Vagellius,carmen,W2075,https://catalog.digitallatin.org/dll-work/W2075
Valens Mursiensis 430,Epistola Valentis et Ursacii ad Julium Papam,W4033,https://catalog.digitallatin.org/dll-work/W4033
"Valens, Gaius Aburnius, 109",Iurisprudentia,W4096,https://catalog.digitallatin.org/dll-work/W4096
Valentinus,Epistola Ad Sanctum Augustinum Post Librum De Gratia Et Libero Arbitrio,W667,https://catalog.digitallatin.org/dll-work/W667
"Valerianus, Cornelius",Fragmenta,W3760,https://catalog.digitallatin.org/dll-work/W3760
"Valerianus, Saint, Bishop of Cimiez",Epistola Ad Monachos,W854,https://catalog.digitallatin.org/dll-work/W854
"Valerianus, Saint, Bishop of Cimiez",Homiliae XX,W892,https://catalog.digitallatin.org/dll-work/W892
"Valerius Antias, Quintus",Annales,W324,https://catalog.digitallatin.org/dll-work/W324
"Valerius Flaccus, Gaius",Argonautica,W1305,https://catalog.digitallatin.org/dll-work/W1305
Valerius Maximus,Facta et Dicta Memorabilia,W2306,https://catalog.digitallatin.org/dll-work/W2306
"Valerius Soranus, Q. (Quintus)",Carmina,W3287,https://catalog.digitallatin.org/dll-work/W3287
"Valerius, Aedituus",Epigrammata,W3994,https://catalog.digitallatin.org/dll-work/W3994
"Valerius, Julius",Carmina,W1540,https://catalog.digitallatin.org/dll-work/W1540
"Valerius, Julius",Res gestae Alexandri Macedonis,W1554,https://catalog.digitallatin.org/dll-work/W1554
"Valerius, L., active 53 B.C.","comoedia (Valerius, comoed.)",W1954,https://catalog.digitallatin.org/dll-work/W1954
"Valgius Rufus, C.",Carmina (gaius valgius rufus),W1858,https://catalog.digitallatin.org/dll-work/W1858
"Valla, Lorenzo, 1407-1457",Gesta Ferdinandi regis Aragonum,W5281,https://catalog.digitallatin.org/dll-work/W5281
"Valla, Lorenzo, 1407-1457",Itinerarium ad sepulcrum Domini,W1915,https://catalog.digitallatin.org/dll-work/W1915
"Valla, Lorenzo, 1407-1457",Oratio in principio studii,W5037,https://catalog.digitallatin.org/dll-work/W5037
"Valla, Lorenzo, 1407-1457",Orationes,W1926,https://catalog.digitallatin.org/dll-work/W1926
"Vargas Mejía, Francisco, 1484-1560",De episcoporum iurisdictione et Pontificis Maximi auctoritate responsum,W4906,https://catalog.digitallatin.org/dll-work/W4906
"Varius Rufus, Lucius",Carmina (lucius varius rufus),W343,https://catalog.digitallatin.org/dll-work/W343
"Varius Rufus, Lucius",Tragoediae (Lucius Varius Rufus),W347,https://catalog.digitallatin.org/dll-work/W347
"Varro Atacinus, P. Terentius (Publius Terentius)",Carmina,W2827,https://catalog.digitallatin.org/dll-work/W2827
"Varro, Marcus Terentius",Annales,W244,https://catalog.digitallatin.org/dll-work/W244
"Varro, Marcus Terentius",Antiquitates Rerum Divinarum,W220,https://catalog.digitallatin.org/dll-work/W220
"Varro, Marcus Terentius",Antiquitates Rerum Humanarum,W286,https://catalog.digitallatin.org/dll-work/W286
"Varro, Marcus Terentius",Carmina,W234,https://catalog.digitallatin.org/dll-work/W234
"Varro, Marcus Terentius",De Gente Populi Romani,W239,https://catalog.digitallatin.org/dll-work/W239
"Varro, Marcus Terentius",De Lingua Latina,W243,https://catalog.digitallatin.org/dll-work/W243
"Varro, Marcus Terentius",De Vita Populi Romani,W218,https://catalog.digitallatin.org/dll-work/W218
"Varro, Marcus Terentius",Epistulae,W285,https://catalog.digitallatin.org/dll-work/W285
"Varro, Marcus Terentius",Epistulae Latinae,W260,https://catalog.digitallatin.org/dll-work/W260
"Varro, Marcus Terentius",Fragmenta de historia litterarum,W216,https://catalog.digitallatin.org/dll-work/W216
"Varro, Marcus Terentius",Fragmenta grammatica,W238,https://catalog.digitallatin.org/dll-work/W238
"Varro, Marcus Terentius",Fragmenta varia,W242,https://catalog.digitallatin.org/dll-work/W242
"Varro, Marcus Terentius",incertae sedis fragmenta,W284,https://catalog.digitallatin.org/dll-work/W284
"Varro, Marcus Terentius",Logistorici,W255,https://catalog.digitallatin.org/dll-work/W255
"Varro, Marcus Terentius",Menippeae,W237,https://catalog.digitallatin.org/dll-work/W237
"Varro, Marcus Terentius",Res Rusticae,W241,https://catalog.digitallatin.org/dll-work/W241
"Varro, Marcus Terentius",Res Urbanae,W246,https://catalog.digitallatin.org/dll-work/W246
"Varro, Marcus Terentius",Sententiae,W257,https://catalog.digitallatin.org/dll-work/W257
"Vatinius, Publius, active 59 B.C.-47 B.C.",Epist. a P. Vatinio,W1337,https://catalog.digitallatin.org/dll-work/W1337
Vatronius 2nd century?,Burra,W5353,https://catalog.digitallatin.org/dll-work/W5353
"Vegetius Renatus, Flavius",Digesta artis mulomedicinae,W4370,https://catalog.digitallatin.org/dll-work/W4370
"Vegetius Renatus, Flavius",Epitoma rei militaris,W4376,https://catalog.digitallatin.org/dll-work/W4376
"Vegio, Maffeo",Libri XII Aeneidos supplementum,W2291,https://catalog.digitallatin.org/dll-work/W2291
"Vel, Caspar Ursinus, 1493-1538",Carmen dedicatorium in Bartholomei Frankfordini editionem Batrachomyomachiae a Iohanne Reuchlin in latinum uersae,W5200,https://catalog.digitallatin.org/dll-work/W5200
Velius Longus,De Orthographia,W4318,https://catalog.digitallatin.org/dll-work/W4318
Velleius Paterculus,Historia Romana,W4321,https://catalog.digitallatin.org/dll-work/W4321
Vennonius,Annales,W2314,https://catalog.digitallatin.org/dll-work/W2314
"Venuleius Saturninus, active 1st century A.D.",Iurisprudentia,W1229,https://catalog.digitallatin.org/dll-work/W1229
Veranius,Grammatica,W2109,https://catalog.digitallatin.org/dll-work/W2109
Veranius,libri de rebus sacris,W2102,https://catalog.digitallatin.org/dll-work/W2102
Veranus Cabellitanus -589,Sententia De Castitate Sacerdotum,W1589,https://catalog.digitallatin.org/dll-work/W1589
"Verecundus, Bishop of Junca",Carmen de satisfactione paenitentiae,W290,https://catalog.digitallatin.org/dll-work/W290
"Verecundus, Bishop of Junca",Commentarii super cantica ecclesiastica,W305,https://catalog.digitallatin.org/dll-work/W305
"Verginius Rufus, L. (Lucius) 14-97",Epigramma (lucius verginius rufus),W3292,https://catalog.digitallatin.org/dll-work/W3292
"Verino, Ugolino, 1438-1516",Ars grammatica,W98,https://catalog.digitallatin.org/dll-work/W98
"Verrius Flaccus, Marcus",Etruscarum Rerum Libri,W3928,https://catalog.digitallatin.org/dll-work/W3928
"Verrius Flaccus, Marcus",Grammatica (Marcus Verrius Flaccus),W4936,https://catalog.digitallatin.org/dll-work/W4936
Verus Ruthenensis ca. 614/26,Epistolae duae,W4920,https://catalog.digitallatin.org/dll-work/W4920
"Verus, Lucius Aurelius, Emperor of Rome, 130-169",Epist. ab L. Aurelio Vero,W3723,https://catalog.digitallatin.org/dll-work/W3723
Vespa 2nd/4. century,Iudicium coci et pistoris iudice Vulcano,W3825,https://catalog.digitallatin.org/dll-work/W3825
"Vespasian, Emperor of Rome, 9-79",Commentarii,W2684,https://catalog.digitallatin.org/dll-work/W2684
"Vestalis, Fabius",Fragmenta,W1350,https://catalog.digitallatin.org/dll-work/W1350
"Vestricius Spurinna, Titus ca. 1st century",De contemptu saeculi,W1428,https://catalog.digitallatin.org/dll-work/W1428
"Vibius Crispus, Q. (Quintus), approximately 12-approximately 93",Orationes,W1094,https://catalog.digitallatin.org/dll-work/W1094
"Vibius, Sequester","De fluminibus, fontibus, lacubus, nemoribus, paludibus, montibus, gentibus per litteras libellum",W1220,https://catalog.digitallatin.org/dll-work/W1220
"Vico, Giambattista",Oratio VI,W1399,https://catalog.digitallatin.org/dll-work/W1399
"Victor, Bishop of Carthage",Epistola Ad Theodorum Papam,W1414,https://catalog.digitallatin.org/dll-work/W1414
"Victor, Claudius Marius",Alethia,W5067,https://catalog.digitallatin.org/dll-work/W5067
"Victor, of Capua","Ammonii Alexandrini Evangelicae Harmoniae, interprete Victore Episcopo Capuano",W226,https://catalog.digitallatin.org/dll-work/W226
"Victor, of Capua",Ex Catena In Quatuor Evangelia A Victore Capuano Latine Reddita,W230,https://catalog.digitallatin.org/dll-work/W230
"Victor, of Capua",Fragmentum De Cyclo Paschali,W197,https://catalog.digitallatin.org/dll-work/W197
"Victor, of Capua",Praefatio in Euangelicas harmonias,W196,https://catalog.digitallatin.org/dll-work/W196
"Victor, of Ténès",De paenitentia,W191,https://catalog.digitallatin.org/dll-work/W191
"Victor, Publius",Descriptio Urbis Romae,W3754,https://catalog.digitallatin.org/dll-work/W3754
"Victor, Sextus Aurelius",De viris illustribus,W4469,https://catalog.digitallatin.org/dll-work/W4469
"Victor, Sextus Aurelius",Epitome de Caesaribus,W5372,https://catalog.digitallatin.org/dll-work/W5372
"Victor, Sextus Aurelius",Historiae abbreuiatae,W4485,https://catalog.digitallatin.org/dll-work/W4485
"Victor, Sextus Aurelius",Origo Gentis Romanae,W4451,https://catalog.digitallatin.org/dll-work/W4451
"Victor, Vitensis",Historia persecutionis Africanae Provinciae,W1226,https://catalog.digitallatin.org/dll-work/W1226
"Victor, Vitensis",Homilia De Sancto Cypriano Episcopo Et Martyre [Incertus],W1182,https://catalog.digitallatin.org/dll-work/W1182
"Victor, Vitensis",Notitia Provinciarum et Civitatum Africae,W1235,https://catalog.digitallatin.org/dll-work/W1235
"Victor, Vitensis",Passio septem monachorum.,W1207,https://catalog.digitallatin.org/dll-work/W1207
"Victor, Vitensis",Prologus ad Uictoris Uitensis Historiam persecutionis Africanae prouinciae,W1215,https://catalog.digitallatin.org/dll-work/W1215
Victorinus Poeta,De ligno crucis,W2406,https://catalog.digitallatin.org/dll-work/W2406
"Victorinus, Marius",Ad Justinum Manichaeum Contra Duo Principia Manichaeorum,W2903,https://catalog.digitallatin.org/dll-work/W2903
"Victorinus, Marius",Aduersus Arium,W4981,https://catalog.digitallatin.org/dll-work/W4981
"Victorinus, Marius",Ars grammatica,W2912,https://catalog.digitallatin.org/dll-work/W2912
"Victorinus, Marius",Candidi Ariani epistula ad Marium Uictorinum,W2921,https://catalog.digitallatin.org/dll-work/W2921
"Victorinus, Marius",De arte grammatica (dub.),W2927,https://catalog.digitallatin.org/dll-work/W2927
"Victorinus, Marius",De definitionibus,W2932,https://catalog.digitallatin.org/dll-work/W2932
"Victorinus, Marius",De Finalibus Metrorum,W2906,https://catalog.digitallatin.org/dll-work/W2906
"Victorinus, Marius",De generatione diuini uerbi,W4989,https://catalog.digitallatin.org/dll-work/W4989
"Victorinus, Marius",De Generatione Divina,W2916,https://catalog.digitallatin.org/dll-work/W2916
"Victorinus, Marius",De homoousio recipiendo,W2924,https://catalog.digitallatin.org/dll-work/W2924
"Victorinus, Marius",De Iesu Christo,W2930,https://catalog.digitallatin.org/dll-work/W2930
"Victorinus, Marius",De Machabeis,W2905,https://catalog.digitallatin.org/dll-work/W2905
"Victorinus, Marius",De metrica institutione,W4986,https://catalog.digitallatin.org/dll-work/W4986
"Victorinus, Marius",De Physicis Liber,W2913,https://catalog.digitallatin.org/dll-work/W2913
"Victorinus, Marius",De ratione metrorum commentarius,W2922,https://catalog.digitallatin.org/dll-work/W2922
"Victorinus, Marius",De soloecismo et barbarismo fragmentum,W2928,https://catalog.digitallatin.org/dll-work/W2928
"Victorinus, Marius",De Verbis Scripturae,W2902,https://catalog.digitallatin.org/dll-work/W2902
